Title,Excerpt,Category
"Okupe Withdraws as Peter Obi’s Running Mate, Paves Way for Substantive VP Candidate","Former presidential aide, Doyin Okupe, has withdrawn from his position as running mate to the presidential candidate of the Labour",politics
Twitter Stock Soars As Tesla CEO Elon Musk Reveals 9.2% Stake,"Tesla Inc Chief Executive Officer Elon Musk has built a 9.2% stake in Twitter Inc, a regulatory filing showed on",tech
Niger State Governor Tests Positive to COVID-19,"Governor of Niger state in north-central Nigeria, Abubakar Sani Bello, has announced that he has tested positive to COVID-19. The",health
Nigeria: EFCC Arrests Ex-Imo Governor Okorocha,"The Economic and Financial Crimes Commission (EFCC) on Tuesday arrested a former Governor of Imo State, Senator Rochas Okorocha, in",politics
"Anthony Joshua v Tyson Fury Might Not Happen Until 2023, Steve Bunce Fears","The world heavyweight title showdown between Anthony Joshua and Tyson Fury might not happen until at least 2023, fears BBC",sports
UK Doctors Seek Review of 12-week Gap Between Vaccine Doses,A major British doctors’ group says the UK government should “urgently review” its decision to give people a second dose,health
"Nigeria: My Meeting with Tinubu Not About Presidency, Governors’ Chairman Fayemi Says","Governor of Ekiti State, Dr Kayode Fayemi, has clarified that his recent meeting with the former Governor of Lagos State,",politics
Covid-19: Court Orders Reopening of Popular Abuja Markets,"A Nigerian court has ordered the reopening of popular Wuse, UTC markets and Murg Shopping Plaza shut down on Monday",health
"About 3,000 on Singapore Cruise Ship Confined to Cabins after Suspected Covid Case",A Genting Cruise Lines’ ship on a “cruise to nowhere” has returned to Singapore after a passenger was suspected of,health
Nigeria Reach Qatar 2022 Final Qualifiers after Draw with Cape Verde,Three –time African champions Nigeria survived an intense dogfight against Cape Verde in Lagos on Tuesday to qualify for the,sports
"Single-Shot Johnson & Johnson Vaccine Safe, US Regulators Say",A review by US regulators of the single-shot Johnson & Johnson coronavirus vaccine has found it is safe and effective.,health
GAGE Awards Announces Panel of Judges as Nominations Come to a Close,"Months of deliberation has secured a superb lineup of Nigeria’s industry key figures, a fitting panel to consider, discuss and",tech
NNPC-Sahara JV Mulls Jetty Construction Across West Africa to Boost LPG Supply,"WAGL Energy Limited, a joint venture business operated by the Nigerian National Petroleum Company (NNPC) Limited and Sahara Group, has",business
Stanbic IBTC Reels out PMI number for Some African Economies,The Stanbic IBTC Bank Nigeria Purchasing Managers Index edged down to 50.7 in January of 2021 from 51.8 in the,business
"Nigeria: Only God Can Take My Life, Says APC Leader Tinubu","National leader of Nigeria’s governing political party, the All Progressives Congress (APC), Senator Bola Tinubu, on Sunday, said only God,",politics
Nigeria: APC May Annul Last Week’s Ward Congresses,"All things being equal, the leadership of the All Progressives Congress (APC) is likely to annul its ward congresses held",politics
Oil Prices Head for $100 as Bonny Light Sells for $95,"Oil prices continued their surge on Saturday, sending one of Nigeria’s most valued grades, Bonny Light to $95 and Algeria’s",business
"Nigeria: Federalism, LG Autonomy Top Demands at Constitution Review Hearings","The clamour for federalism, local government autonomy, community policing and devolution of power dominated the nationwide public hearings conducted Tuesday",politics
Barcelona Postpone Presidential Election Due to Covid-19,"The Catalan giants will not be putting a new board of directors in place any time soon, with plans at",sports
Tesla Starts Delivery of Shanghai-made Model Y SUVs in China,Tesla Inc said on Monday it has started delivering its Shanghai-made Model Y sports utility vehicles to customers in China.,tech
Premier League: Wolves Rise to Sixth after Beating Leeds,"Wolves' Win at Leeds United, which moved them into sixth in the Premier League, was a ""massive result"" according to",sports
AngloGold Ashanti Appoints Ramos as New Chairwoman,"AngloGold Ashanti Ltd. has appointed Maria Ramos as chairwoman to replace Sipho Pityana, who resigned almost three months after Chief",business
"Nigeria: INEC Reacts to Election Guidelines Adjustment, Says It’s Not Unilateral, Explains PDP is First Beneficiary","In its first official reaction to the adjustment of the general election guidelines, the Independent National Electoral Commission (INEC), on",politics
Imo State Says Attack on Governor Uzodinma’s House Politically Motivated,Imo State Government says preliminary investigation into the attack on the country home of Governor Hope Uzodinma suggests it may,politics
Nigeria Gets $3.35bn in IMF’s Historic $650bn SDR Allocation,The Board of Governors of the International Monetary Fund (IMF) has approved a general allocation of Special Drawing Rights (SDRs),business
"Nigeria: In Plot to Retake Power in 2023, PDP Shows Strong Cohesion at National Convention","•Prospects of southern presidential candidate brighten as Ayu emerges national chair •Party inaugurates new NWC members December 9 •Atiku, Tambuwal, Saraki’s",politics
Fitch Revises Nigeria’s 2021 GDP Growth Forecast to 1.6% from 2.3%,"Fitch Ratings has revised downward its 2021 growth forecast for Nigeria to 1.6 per cent, from its previous expectation of",business
Militant Attack Kills at Least 40 in Niger,"No less than 40 people have been killed in suspected militant attacks in Niger's western Tahoua region on Sunday, hours",politics
Major Outage at Amazon Disrupts Businesses across the US,A major outage in Amazon's cloud computing network Tuesday severely disrupted services at a wide range of U.S. companies for,business
Super Eagles Come From Behind to Beat Sierra Leone 2-1 in AFCON Qualifier,Nigeria overcame a stunning early goal to turn the screw on Sierra Leone and eventually win 2-1 to pick all,sports
Olivia Newton-John Dead at 73,"Olivia Newton-John died ""peacefully at her Ranch in Southern California this morning, surrounded by family and friends,"" according to an",entertainment
Brazil to Play Spain for Olympic Gold Medal in Men’s Football,Defending champion Brazil will face Spain for the Olympic gold medal in men's football on Saturday. Spain beat host Japan,sports
"Nigeria: FG Turned Down Governors’ Request to Borrow N50bn from Central Bank, Finance Minister Ahmed Says","Nigeria's Minister of Finance, Budget and National Planning, Mrs. Zainab Ahmed, on Monday narrated how the federal government rejected a",politics
Christian Association Demands Return of Nigeria to ‘True Secular State’,The Christian Association of Nigeria (CAN) has asked the National Assembly to ensure the removal of sections of the constitution,politics
German Auto Giants Place Their Bets on Hydrogen Cars,"Battery power may be the frontrunner to become the car technology of the future, but don’t rule out the underdog",business
The Weeknd to Headline NFL Super Bowl Halftime Show,"Canadian popstar The Weeknd has been announced as the headline performer at next year’s Super Bowl. The Grammy award-winning singer,",entertainment
Pfizer Slashed Its Original Covid-19 Vaccine Rollout Target After Supply Chain Obstacles,When Pfizer Inc. said last month it expects to ship half the Covid-19 vaccines it had originally planned for this,health
OPEC: Nigeria’s Production Underperformance Hit 2.4m Barrels in December,"With a daily underperformance figure of 78,000 barrels per day in December, Nigeria lost as much as 2.418 million barrels",business
Djokovic Battles into French Open Semi Final,World number one Novak Djokovic overcame early physical struggles to beat Pablo Carreno Busta and reach the French Open semi-finals.,sports
Funke Akindele Bello’s ‘Omo Ghetto’ Makes History as Highest Grossing Nollywood Film,"The Nigerian film, ‘Omo Ghetto (The Saga),’ produced by actress Funke Akindele-Bello, is now Nollywood's highest grossing movie of all",entertainment
PDP Lawmaker Urges Delta Governor Okowa to Run for President in 2023,"The Minority Leader of Nigeria’s House of Representatives, Hon. Ndudi Elumelu, has appealed to the Governor of Delta State, Ifeanyi",politics
IMF Urges Wealthy Nations to Direct $650bn SDR Share to Those Worst Hit By Covid,"As its $650 billion Special Drawing Rights (SDR) disbursement came into effect monday, the  Managing Director of International Monetary Fund",business
Car Crash: Tiger Woods ‘in Good Spirits’ after Latest Treatment,"Tiger Woods is ""in good spirits"" after being moved to a new Los Angeles hospital for treatment from injuries he",sports
PDP Condemns Bandits’ Attack on UniAbuja ‘Under Buhari’s Security Precincts’,"The Peoples Democratic Party (PDP) has condemned Tuesday's attack on the University of Abuja by bandits, who abducted four members",politics
CNN Suspends Chris Cuomo for Helping Brother and Ex-New York Governor Andrew Cuomo in Scandal,"CNN indefinitely suspended anchor Chris Cuomo on Tuesday after details emerged about how he helped his brother, former New York",politics
"Under Pressure, Apple Allows Self-repairs to iPhones, Macs","Apple is letting some iPhone users fix their own phones, a sharp turnaround for a company that has long prohibited",tech
"Trump, House Lawmakers Plot Effort to Block Biden Win",US President Donald Trump hosted several House Republican lawmakers at the White House on Monday to discuss an ultimately futile,politics
Access Bank Secures US-DFC $280m Financing for On-Lending to SMEs,The DFC financing for Access Bank will provide needed liquidity given the global economic downturn caused by the COVID-19 pandemic.Read more,business
Mali Coup Leader Goita Sworn in as President,Leader of Mali's junta Col Assimi Goïta has officially been sworn in as the troubled country's interim president and promised,politics
"Mbappe’s Best Position Is Next to Neymar, Says PSG boss Tuchel",Paris Saint-Germain coach Thomas Tuchel has joked that Kylian Mbappe's best position is “close to Neymar” following the club's return,sports
Japan Billionaire Seeks Artists for Voyage Around the Moon,It is the sort of chance that comes along just once in a blue Moon: A Japanese billionaire is throwing,tech
PDP to Submit Names of Three VP Nominees to Atiku,Following the meetings of the various elders and consultative committees of the Peoples Democratic Party on the choice of a,politics
"Obaseki Visits Buhari, Says He Has no Plans of Being a Godfather in Edo","Abel Ejikeme Re-elected Edo State Governor, Godwin Obaseki, has said he has no plans of replacing a former national chairman",politics
"TV Series on Maradona out Friday, Promises New details, and Controversy",A new drama series based on the life of late Argentine footballer Diego Maradona promises to reveal little-known details about,entertainment
"Peng Shuai Emerges at Olympics, Gives Controlled Interview",That was the message that Chinese tennis player Peng Shuai delivered Monday in a controlled interview in Beijing that touched,sports
Pelosi Says lndependent Commission to Investigate Capitol Riots,"US House Speaker Nancy Pelosi says Congress will establish an ""outside, independent"" commission to investigate the 6 January attack on",politics
Nigeria Spends $300m on Johnson & Johnson Vaccines,"Nigeria’s federal government on Thursday gave an update on its fight against the spread of COVID-19 pandemic in the country,",health
WHO-led Team to Investigate Covid-19 Origins in China,An international mission led by the World Health Organization will go to China in the first week of January to,health
"India Promises Nigeria 100,000 Doses of Covid Vaccines",After taking delivery of 3.92 million doses of Covishield vaccine from the Serum Institute of India (SII) at the Nnamdi,health
Nigeria: House Queries $49m Contract to Undertake Integrity Test for Refineries,Nigeria's House of Representatives has queried the $49 million contract awarded to Technimont to undertake integrity test for refineries across,business
US: Potential Supreme Court Move to Overturn Abortion Rights Sends Protesters onto Streets,The bombshell draft U.S. Supreme Court decision suggesting the court may overturn the 1973 Roe v. Wade ruling legalizing abortion,politics
Palestinian Negotiator Saeb Erekat Dies After Contracting Covid-19,"Veteran peace negotiator and prominent international spokesman for the Palestinians, Saeb Erekat, has died after being infected by the coronavirus.",health
Twitter-Musk Deal lncludes $1 billion Termination Fee,Elon Musk will have to pay Twitter Inc a fee of $1 billion if the billionaire terminates his $44 billion,business
UFC 261:Masvidal Seeks Revenge Against Welterweight Champion Kamaru Usman,"Nigeria born Kamaru Usman will once again go to war against US mix martial fighter, Jorge Masvidal when they meet",sports
OPEC Fails to Agree on January Crude Oil Output,The 108th meeting of the Organisation of Petroleum Exporting Countries (OPEC) on Monday failed to reach an agreement on January,business
GTBank Gets Nigeria’s Central Bank ‘Approval in Principle’ to Become Holding Company,"Nigeria’s tier 1 lender, Guaranty Trust Bank (GTBank), says it has obtained an approval-in-principle from the Central Bank of Nigeria",business
FIFA Clears Nigeria Football Boss Pinnick to Compete for Seat in Council,World football governing body FIFA has cleared President of the Nigeria Football Federation (NFF) Amaju Pinnick to contest for a seat on the,sports
Nigeria’s Paystack Expands To South Africa While America’s Paypal Announces A New Wallet,"Pelumi Olanubi, Analyst with Financial",business
"China Bans Financial, Payment Institutions from Cryptocurrency Business","China has banned financial institutions and payment companies from providing services related to cryptocurrency transactions, and warned investors against speculative",business
Amazon to Begin Drone Deliveries in California This Year,"Amazon says it will begin delivering parcels to shoppers by drone for the first time later this year, pending final",tech
Twitter Stock Soars As Tesla CEO Elon Musk Reveals 9.2% Stake,"Tesla Inc Chief Executive Officer Elon Musk has built a 9.2% stake in Twitter Inc, a regulatory filing showed on",business
No Title Defence for Djokovic as World No 1 Deported from Australia,"Instead of starting the defence of his Australian Open title on Monday, Novak Djokovic was on his way home, a",sports
Bank of England Tipped for Biggest Interest Rate Hike in 27 Years as Inflation Soars,A poll taken over the past week indicated that over 70% of market participants now anticipate a half-point rise.Read more,business
Nigeria’s South-South Governors Demand Increase in Oil Revenue Payments from 2.5% to 10%,Governors of Nigeria's South-South region on Tuesday have demanded an upward review from 2.5 per cent to 10 per cent,politics
"NNPC, Sahara’s Two New Vessels Push Companies’ JV Investments to Over $300m","The Nigerian National Petroleum Company Limited (NNPC) Limited and it's Joint Venture (JV) partner, Sahara Group, on Monday took delivery",business
"Buhari Seeks Senate Approval for $4.179bn, €710m External Loans",President Muhammadu Buhari has formally sent a letter to the Nigerian Senate seeking its consideration and approval of $4.179 billion,politics
Lionel Messi Agrees to Join PSG on Two-year Deal,"Lionel Messi is set to become a PSG player, after agreeing on a two-year contract offer from the Ligue 1",sports
Torres Nets Hat-trick to Help Champions Man City Beat Newcastle 4-3,"Premier League champions Manchester City began their latest reign with a thrilling 4-3 victory at Newcastle, with Ferran Torres' hat-trick",sports
Shrinking Flight Services Worry Nigerian Travellers After Aero and Dana’s Exit,"Besides the high cost of aviation fuel, airlines are facing a critical challenge of sourcing forex to maintain their aircraft",business
Saudi Arabia Hands Over 23 Ventilators to Nigeria,Saudi Arabia has handed over 23 ventilators worth $1 million to the Nigerian government to combat Covid-19. This is the,health
Ibrahimovic Winner Extends Milan’s 24-match Unbeaten Run,Zlatan Ibrahimovic scored another acrobatic late winner as AC Milan consolidated top spot in the Italian Serie A with victory,sports
Billionaire Adventurer Richard Branson Reaches Space in His Own Ship,"Swashbuckling entrepreneur Richard Branson hurtled into space aboard his own winged rocket ship Sunday, beating out fellow billionaire Jeff Bezos.",tech
Zidane Tasks Real Madrid to Play Inter Like Champions League Final,Real Madrid coach Zinedine Zidane insisted on Monday that his players cannot afford any more slip-ups if they are to,sports
"Coronavirus Outbreaks Make It ‘Morally Wrong’ to Continue Playing, Says Newcastle Boss Bruce","Newcastle boss Steve Bruce says it is ""morally wrong"" for football to continue amid increasing coronavirus outbreaks at clubs. The",sports
Oil Prices Bullish as 2022 Market Outlook Remains Positive,"Oil prices remained bullish on Monday rising above $79 per barrel, spurred mainly by tight supply and hopes that demand",business
Zambia Seals Debt-Funded Deal to Acquire Glencore’s Mopani Mine,Glencore has agreed the sale of its majority stake in Mopani Copper Mines to Zambia’s mining investment arm ZCCM-IH in,business
Tiwa Savage’s ‘Celia’ Makes Time Magazine’s Best Albums of 2020 List,"‘Celia,’ the third studio album by Nigeria’s “Queen of Afrobeats” Tiwa Savage, has been named one of the 10 best",entertainment
BA Suspends Sales of Short-Haul Tickets from Heathrow,The move is due to the cap on daily passenger numbers that the UK's largest airport has imposed over the,business
"Newly-elected US Lawmaker, 41, Dies from Covid",A recently elected US lawmaker has died from Covid-19 - the first member of the US Congress to die from,health
Ola Aina on Target as Fulham Claim First Victory of the Season,"Nigerian international, Ola Aina, scored his first goal for Fulham Monday night as they defeated West Bromwich Albion 2-0 to",sports
"Biden Picks Diverse, Obama-era Officials for Top Jobs, John Kerry Named Climate Envoy","US President-elect Joe Biden on Monday picked Obama-era officials for top national security and economic roles, signaling a shift from",politics
"WHO Says Nigeria Pre-qualified for Covid-19 Vaccines, Not Disqualified",The World Health Organisation (WHO) has said Nigeria is among countries pre-qualified to access Covid-19 vaccines through the COVAX facility.,health
India Delivers Covid-19 Jabs for ‘World’s Biggest Vaccination Drive’,"Indian airlines have started delivering batches of Covid-19 vaccines across the country, getting ready for the launch of a campaign",health
West Ham 1-3 Liverpool: Classy Reds End Hammers Perfect Start to 2021,West Ham's perfect start to 2021 was brought to an end by Liverpool and two moments of magic from Mohamed,sports
Nigeria Court Orders FG to Pay Bayelsa State $951 Million Derivative Arrears,"A Federal High Court in the Nigerian capital, Abuja, on Monday, ordered the Federal Government to pay $951 million to",business
Nigeria’s National Sports Festival Postponed Indefinitely,"The ongoing #EndSARS protest across the country may have forced the Federal Ministry of Youth and Sports and host, Edo",sports
"Nigeria’s Actual Daily Oil Production Unknown, NEITI Insists",The Nigeria Extractive Industries Transparency Initiative (NEITI) on Tuesday doubled down on its recent disclosure that Nigeria does not know,business
Naomi Osaka Cries at Cincinnati Masters Press Conference,Naomi Osaka broke down in tears before resuming her first news conference since the controversy over refusing to speak to,sports
Russia-Ukraine War: Nigeria Looks to Canada for Emergency Potash Supply,Nigeria bought emergency supplies of Canadian potash in April after the country was unable to import the key fertiliser ingredient,business
"Nigeria: Unending Crisis May Tear PDP Apart, Former Kano Governor Kwankwaso Says","The former governor of Kano State and a chieftain of the opposition Peoples Democratic Party (PDP), Rabiu Kwankwaso, on Friday",politics
Hyundai to Make Flying Cars Available by 2028,"In the future, the skies could be as crowded as the high street with Hyundai Motor is betting on flying",business
Bidder Pays $28m for Space Trip with Amazon’s Bezos,A mystery bidder has paid $28m (£20m) for a seat on Amazon founder Jeff Bezos's first crewed spaceflight by the,tech
Nigeria: How Trinity Spirit’s Owners Accumulated Over $200m Debts Before Vehicle Exploded,"The owners of an oil production and storage ship, Trinity Spirit, had a history of financial problems, amounting to over",business
"Nigeria Lost $178bn to Tax Evasion by Multinationals in 10 Years, Inland Revenue Boss Says","The Executive Chairman of Nigeria’s Federal Inland Revenue Service (FIRS), Mr. Muhammad Nami, on Monday said the country lost over",business
"Atiku: After Seven Years of APC’s Incompetence, Nigeria Needs Unifier","Former Nigeria vice president and presidential hopeful in the 2023 general election, Alhaji Atiku Abubakar, at the weekend, said what",politics
Alphabet Beats Expectations on Google Ad Spike,"Google owner Alphabet Inc on Tuesday beat expectations for third-quarter revenue, a positive sign that its advertising business is overcoming",business
Wizkid Releases ‘Smile’ Video Featuring H.E.R,"Rita Osakwe Nigerian star Wizkid has released the stunning visuals for his feel-good song, ‘Smile.’ The video, directed by Meji",entertainment
Pelosi Calls for China Winter Olympics Boycott,US House Speaker Nancy Pelosi has called for a diplomatic boycott of next year's Winter Olympics in Beijing due to,sports
"OPEC Fails to Agree on February Oil Production Output, Meeting Continues Tuesday","Members of the Organisation of Petroleum Exporting Countries (OPEC) and their allies, including Russia, on Monday failed to reach an",business
Musk Says Twitter Takeover Deal ‘Temporarily on Hold’ Over Report About Fake Accounts,"Billionaire Elon Musk has said his Twitter deal is ""temporarily on hold"" over the company's spam and fake user accounts.",business
"EU Signs Gas Deal with Israel, Egypt in Bid to Ditch Russia","A tripartite deal between the European Union, Egypt and Israel on natural gas exportation has been signed. The EU bloc",business
Euro 2020: Thorgan Hazard Fires Belgium Past Portugal and Into Quarterfinals,"Defending champions Portugal were knocked out of Euro 2020 on Sunday with a 1-0 defeat to Belgium, who will next",sports
Messi Nets Double as Barcelona Beat Huesca in Record-setting Night,Barcelona moved back to within four points of La Liga leaders Atletico Madrid in a record-setting night for Lionel Messi,sports
Australian Open: Peng Shuai T-Shirt Ban Reversed after Outcry,The organisers of the Australian Open have reversed a ban on T-shirts supporting Chinese tennis player Peng Shuai after a,sports
"NNPC May Float Initial Public Offering in 2024, GMD Kyari Reveals","Nigerians and foreign investors interested in owning shares in the Nigerian National Petroleum Corporation (NNPC), which is set for full",business
"Ondo Governor Akeredolu, Others Sign Peace Deal Ahead of Election","Major candidates of political parties contesting the Ondo State Governorship election on October 10 have signed a peace deal, a",politics
2022: Nigerian Women in Tech Break New Grounds,"With the curtain down on 2021, Nigerian women operating in the tech industry have closed mouth-watering deals worth hundreds of",tech
Australia Urges Calm Over AstraZeneca’s Covid Vaccine After South Africa Suspends Use,Australia on Monday moved to reassure its citizens over the efficacy of AstraZeneca’s Covid-19 vaccine after South Africa suspended use,health
"Burnley Shock Liverpool, End 68-game Unbeaten Run at Anfield",Liverpool's 68-game unbeaten run at home in the Premier League came to an end as Ashley Barnes fired home a,sports
Actor Jamie Foxx Says ‘Heart Is Shattered’ after Death of Sister,"Hollywood actor Jamie Foxx has paid tribute to his sister, who died earlier this month, in an emotional statement posted",entertainment
Nigeria: All APC Senators Vote Against Electronic Transmission of Results (The Full List),"The Nigerian Senate on Thursday voted against the electronic transmission of results in the Electoral Amendment Bill, with all the",politics
EU Ban on Russian Coal Imports Kicks in Thursday,The EU executive says the ban will hit Russia hard because the 27-nation bloc is its biggest coal-trading partner.Read more,business
"Covid-19 Triggered Rapid Investment in Nigeria’s Health Security, Disease Control Boss Says","Exactly one year after Nigeria recorded its Covid-19 index case, Nigeria’s federal government on Friday stated that the pandemic had",health
Nigerian Army General Dies of COVID-19 While Attending Chief of Army Staff Conference,"A top officer of the Nigerian Army Olu Irefin has died of complications from COVID-19. Irefin, a major-general and general",health
"Nigeria, China Sign Culture and Tourism Statute",Nigeria and the People’s Republic of China have signed a joint Culture and Tourism Statute and inaugurated a sub-committee that,entertainment
Super League: Fifa President Infantino Warns Clubs Must ‘Live With the Consequences’ of Choice,Fifa president Gianni Infantino says his organisation strongly disapproves of a breakaway European Super League and has warned those clubs,sports
Dutch Football Quincy Promes Star Charged with Attempted Manslaughter,Dutch footballer Quincy Promes will be prosecuted for attempted manslaughter and assault over the stabbing of a family member last,sports
Nigerian Military Launches New Operation to Curb Record Levels of Crude Oil Theft in Niger Delta,"As the battle against crude oil theft, a development that has resulted to severe revenue to the country as well",business
ANAP Foundation Raises the Alarm over 2nd Wave of Covid in Nigeria,"The Anap Foundation Covid-19 Think Tank, has called on the federal and state governments in Nigeria to ""come up with",health
US Congress Passes Law to Kick Chinese Companies Off NYSE  If They Don’t Comply with Audit Rules,The US House of Representatives has passed a law to kick Chinese companies off US stock exchanges if they do,politics
Fifa Bans Chad Indefinitely From Global Football,World football governing body Fifa has banned Chad from global football until further notice over government interference in the running of,sports
China’s Shanghai Launches Two-Phase Lockdown as Covid Surges,"China's financial hub of Shanghai launched a two-stage lockdown of its 26 million residents on Monday, closing bridges and tunnels,",health
Guinea Confirms West Africa’s First Highly Infectious Marburg Virus Case,"Health authorities in Guinea have confirmed West Africa’s first case of the Marburg virus, a highly infectious disease that’s in the same",health
English FA Begins Probe into Premier League Clubs Involved in European Super League,England's Football Association (FA) has launched a formal inquiry into roles played by Premier League clubs in the attempt to,sports
Japan to Lift All Coronavirus Emergency Steps Nationwide,Japan’s government says the coronavirus state of emergency will end Thursday so the economy can be reactivated as infections slow.,health
"Tinubu, Not APC Govenors, Has Final Say On Running Mate, Says Imo Governor Uzodinma","Governor Hope Uzodinma of Imo State in Nigeria's southeast, has declared that the final say about who becomes the vice-presidential",politics
Miscarriage Rates ‘43% Higher’ in Black Women,"Black women face a significantly higher risk of having a miscarriage than white, research suggests. The Lancet analysis of data",health
Trump Names Two New Lawyers to Impeachment Defense Team,Former US President Donald Trump has announced a new impeachment legal defense team just one day after it was revealed,politics
Fauci Warns of Surge in US Covid Cases Post Thanksgiving,"US infectious disease expert Anthony Fauci has warned that the country could see ""surge upon surge"" of coronavirus cases in",health
"Nigeria’s Stock Market Loses $297m on Wednesday, Losses Caused by #EndSARS Protests Estimated at $1.8bn","Nigeria’s stock market lost N113 billion (about $297 million) on Wednesday as investors’ appetite, which has been high for days",business
‘Twitter on the Continent’: Tech Giant Sets Up African HQ in Ghana,Twitter has announced its African presence by setting up a base of operations in Ghana. The tech giant said in,tech
Over 15m Passengers Passed Through Nigeria’s Airports in 2021,"The National Bureau of Statistics (NBS) has stated that a total of 15,225,627 travellers passed through Nigeria’s airports in 2021.",business
"15% Levy on Imported Used Vehicles Illegal, Nigeria’s Clearing Agents Tell Buhari","Clearing agents under the aegis of the National Council of Managing Director of Licensed Customs Agents (NCMDLCA), have told President",business
Wizkid’s ‘Essence’ Featuring Tems Named Best Song of 2021 By Rolling Stone,"After revealing the best albums of 2021, Rolling Stone is sharing the 50 best songs of the past year. Landing at the top of",entertainment
"Buhari Still Consulting on Electoral Bill, Aide Says","The Senior Special Assistant to President Muhammadu Buhari, on National Assembly Matters (Senate), Senator Babajide Omoworare, on Thursday said his",politics
"Lawan, Umahi, Akpabio Lose Out as INEC Omits Their Names from List of Candidates for 2023 Elections","The Independent National Electoral Commission (INEC) on Friday published the particulars of the presidential candidates, vice presidential candidates, senatorial and",politics
Nigeria: SEC Issues New Guidelines on Digital Assets,"The apex regulator of Nigeria's capital market, the Securities and Exchange Commission (SEC), has issued fresh guidelines on the issuance",business
"Pat Utomi: EFCC Should Investigate Aspirants, Businesses over N100m Nomination Form","A renowned economists, Prof Pat Utomi, on Sunday challenged the Economic and Financial Crime Commission (EFCC) to beam its search",politics
"Facebook, YouTube Accused of Complicity in Vietnam Rights Abuses",US-based companies Facebook and YouTube are allowing themselves to become tools of Vietnam’s “industrial-scale” attempt to censor information and harass,tech
Australian Open: Nadal Comeback Win Over Medvedev Secures Record 21st Grand Slam,Rafael Nadal has won a record-breaking 21st grand slam after outlasting Russian challenger Daniil Medvedev 2-6 6-7 6-4 6-4 7-5.,sports
"Lagos Governor Sanwo-Olu Hosts Ikorodu Bois, Praises Their Creativity","The Governor of Lagos State, Babajide Sanwo-Olu, has applauded Nigerian internet sensation and skit makers Ikorodu Bois for earning international",entertainment
Global Finance Awards: Zenith Sustains Position as Nigeria’s Best Bank for Three Consecutive Years,"Zenith Bank Plc has emerged as the Best Bank in Nigeria in the Global Finance Magazine’s Best Banks Awards 2022,",business
"Pfizer Says Vaccine Effective After 6 Months, Protects Against SA Variant","Pfizer has said its vaccine continues to be effective against Covid-19 up to six months later, citing updated trial data.",health
"Nigeria: Adamu Emerges Chairman, Omisore Secretary as APC Affirms Unity List","After a protracted delay of its National Convention, which had led to a leadership crisis, the All Progressives Congress (APC)",politics
"Norway’s Haaland, Odegaard Take Part in Qatar World Cup Protest",Norway players marked the start of their quest to qualify for the 2022 World Cup in Qatar by protesting against,sports
Twitter-Musk Deal lncludes $1 billion Termination Fee,Elon Musk will have to pay Twitter Inc a fee of $1 billion if the billionaire terminates his $44 billion,tech
Philippine Leader Duterte Announces Retirement from Politics,Philippine President Rodrigo Duterte on Saturday announced he was retiring from politics and dropping plans to run for vice president,politics
US Spy Agencies Say Origins of Covid-19 May Never be Known,The Food and Drug Administration on Friday paved the way for children ages 5 to 11 to get Pfizer's COVID-19,health
Japan Agency Affirms AfDB Highest Rating With Stable Outlook,Japan Credit Rating Agency (JCR) has affirmed the African Development Bank’s long-term rating at AAA with a stable outlook. The,business
Eibar Hold Barcelona Without Injured Messi,Barcelona suffered without injured Lionel Messi as they drew 1-1 at home to struggling Eibar in La Liga on Tuesday.,sports
Tokyo 2020: IOC Committed to ‘Safe and Successful’ Games,"The International Olympic Committee ""is fully concentrated and committed to the successful and safe delivery"" of the Tokyo Olympics and",sports
"Man Utd’s Cavani, Rashford, Fernandes Available to Play against Leipzig","Manchester United will use ""more or less the same squad"" as Saturday's 0-0 draw with Chelsea for Wednesday’s UEFA Champions",sports
TikTok’s Revenue In Europe Grew By  $170m in 2020 Due to Advertisers’ Spending,TikTok in Europe has seen an increase of 545 percent to $170.8 million in revenue last year as advertisers upped,business
OJ Simpson a ‘Completely Free Man’ after Parole Ends in Nevada,"OJ Simpson is a free man. The 74-year-old former football hero and actor, acquitted California murder defendant and convicted Las",sports
EbonyLife Studios Partners with Will and Jada Pinkett Smith’s Westbrook Studios for Content Production,Nigerian production company EbonyLife Studios is teaming up with Will and Jada Pinkett Smith’s Westbrook Studios on a slate of,entertainment
NNPC Records $1.2bn Shortfall in Priority Projects Funding,The Nigerian National Petroleum Corporation (NNPC) recorded a total shortfall of $1.2 billion in the financing of its priority projects,business
"UEFA Snubs Messi, Ronaldo for Player of the Year",Ferdinand Duruoha Lionel Messi and Cristiano Ronaldo have been excluded in the final shortlist for the UEFA Men’s Player of,sports
Oil Hits Highest Since 2014 on Russia-Ukraine Escalation,Oil hit its highest since 2014 on Tuesday as tensions between Russia and Ukraine escalated after Moscow ordered troops into,business
"South African Variant Can ‘Break Through’ Pfizer Vaccine, Israeli Study Says","The coronavirus variant discovered in South Africa can “break through” Pfizer/BioNTech’s COVID-19 vaccine to some extent, a real-world data study",health
"Nigeria: Attorney General Malami, Labour Minister Ngige Deny Tendering Resignation Letters","The Attorney-General of the Federation and Minister of Justice, Mr Abubakar Malami (SAN), om Saturday said there was never a",politics
